texts
" Google khó xâm nhập thị trường Hàn Quốc Google đã chen chân vào gần như mọi góc cạnh cuộc sống trên toàn thế giới, nhưng lại thất bại cay đắng trong việc cố xâm nhập vào Hàn Quốc, một trong những quốc gia nối mạng số một thế giới.  Người dùng Hàn Quốc thuộc vào hàng sành công nghệ và thạo Internet nhất thế giới, với hàng triệu người có blog riêng và tỷ lệ kết nối băng thông rộng cùng điểm nóng Wi-Fi dày đặc nhất. Tưởng như người Hàn sẽ tự động và tự nhiên trở thành khách hàng trung thành của Google, thế nhưng không.  Theo số liệu của WebSideStory, gã khổng lồ tìm kiếm chỉ chiếm có 17% tổng lượng khách hàng tìm kiếm trong tháng 3 vừa qua và hoàn toàn bị phủ bóng bởi website địa phương là Naver của NHN Corp.  Trang Web này chiếm tới gần 58,4% tổng số yêu cầu tìm kiếm hiện nay tại Hàn Quốc. Đứng thứ hai là Daum Communications, cũng là một công cụ tìm kiếm nội địa với hơn 48%. Trang tiếng Hàn của Yahoo đứng ở vị trí thứ 3.  Không thể không thắc mắc, tại sao Google - hãng mà mới tuần trước đã khiến tất cả giới đầu tư phải sửng sốt với cú tăng lợi nhuận lên tới 60% trong quý I, lại không thành công ở xứ sở Kim chi?  Tìm kiếm một cách ""nhân bản""  Giới phân tích cho rằng sở dĩ Google thất bại là vì nhiều yếu tố độc đáo, riêng biệt của thị trường Hàn Quốc, và rằng kết quả tìm kiếm của Google quá dựa dẫm vào phần mềm , thay vì vào kiến thức chuyên môn của con người.  Tất nhiên, miếng bánh Hàn Quốc tương đối nhỏ bé so với cộng đồng các nước nói tiếng Anh trên không gian mạng. Trước đây, người Hàn Quốc thường rất khó khăn khi muốn tìm kiếm thông tin bằng tiếng mẹ đẻ của mình.  Để ""vãn hồi tình thế"", Naver, một trang web giống như cổng Web kiểu Yahoo hơn là công cụ tìm kiếm đơn thuần đã tung ra cái mà hãng này gọi là Knowledge iN, nơi người dùng có thể post câu hỏi và những người dùng khác sẽ trả lời, nếu biết.  Giờ đây, Knowledge iN đã sở hữu một cơ sở dữ liệu với tổng số hơn 41,1 triệu mục từ. Với mỗi yêu cầu tìm kiếm, bạn sẽ nhận được trả lời của những người khác, các site tin tức và blog liên quan, cùng với một số đường link có chứa từ khóa tìm kiếm khác.  ""Dịch vụ của Naver rõ ràng là rất phù hợp với văn hóa Hàn"", nhà phân tích Wayne Lee của Woori Securities cho biết. ""Dân mạng nước này thích tương tác với những người khác, thích hỏi và thích nhận được phản hồi"".  Những câu hỏi phổ biến nhất trên Naver tập trung xoay quanh tình yêu, ăn kiêng hoặc tiêu diệt virus máy tính. Tuy nhiên, bạn cũng có thể tìm thấy mọi câu trả lời trên trời dưới biển tại đây, từ cách đặt tên cho khủng long cho tới làm sao hết mụn...  Nói cách khác, ""Hàn Quốc là một nơi mà con người và tìm kiếm có thể cùng tồn tại và phát triển phát đạt"", Lee nói.  Nỗ lực marketing hiếm hoi  Yim Kwang-soon, một sinh viên 25 tuổi sử dụng Internet trung bình 5 tiếng mỗi ngày cho biết cậu luôn sử dụng Naver mỗi khi tìm kiếm. ""Chừng nào dịch vụ của Naver còn khiến người ta hài lòng, thỏa mãn, họ sẽ không chuyển sang một trang web khác, trừ phi họ cung cấp một dịch vụ nào đó độc đáo lắm"".  Google bắt đầu lập site tiếng Hàn từ năm 2000 và từ hồi đó đến giờ đã lần lượt giới thiệu Desktop Search cùng Gmail. Tháng 6 năm ngoái, hãng cũng đã lập văn phòng tại Seoul và đang dự định tăng thêm số lượng nhân viên tại đây.  Năm ngoái, Google đã thuê một xe buýt 2 tầng chạy đến các trường đại học và trung tâm mua sắm trên khắp nước Hàn với nhiệm vụ quảng bá cho ""Google Experience"", cung cấp các thông tin về hãng và truy cập Internet miễn phí. Đây là một nỗ lực marketing hiếm hoi từ Google, một công ty chẳng bao giờ quan tâm đến quảng cáo tại Mỹ do đã quá phổ cập.   |||Vi_tinh"
" Alphattack – Vừa phá bom vừa luyện gõ bàn phím Alphattack là một game flash được thiết kế để bạn vừa giải trí vừa luyện đánh máy. Nhiệm vụ của bạn là ngăn chặn những kẻ lạ mặt đến từ hành tinh khác có hình dạng giống như trái bom tàn phá thành phố quê hương bằng cách gõ đúng ký tự “dán” trên thân bom. Có 6 loại bom là Grunts, Rotators, Critters, Zeppelins, Sawblades và Death Saucer (mạnh nhất). Sự chính xác quan trọng hơn tốc độ, vì thế bạn hãy nhìn cho kỹ để tránh gõ nhầm. Nếu đánh được từ “Life”, bạn sẽ được thêm một lần chơi nữa.  Đến khi nào cảm thấy quá mệt mỏi, bạn có thể chơi “ăn gian” bằng cách nhấn phím SpaceBar để quét sạch hết bom ra khỏi màn hình. Chỉ cần chơi Alphaattack vài lần, khả năng đánh máy vi tính của bạn sẽ được cải thiện đáng kể. Dung lượng: 1,59 MB. Download: www.miniclip.com/Flash/alphattack.exe   |||Vi_tinh"
" Kodak giới thiệu máy ảnh kết nối Bluetooth Mới đây, hãng Kodak đã cho ra mắt chiếc máy ảnh kỹ thuật số V610 với độ phân giản 6 megapixel.  Tính năng khiến cho chiếc máy này thu hút được sự chú ý của giới truyền thông chính là khả năng kết nối Bluetooth.  Liên lạc không dây Bluetooth là những tính năng chính của chiếc máy ảnh kỹ thuật số của Eastman Kodak.  Chiếc máy ảnh ký hiệu V610 với độ phân giải 6 megapixel, ống kính phóng to thu nhỏ quang học 10x, và một màn hình tinh thể lỏng LCD 2.8-inch.  Công nghệ chống nhoè đặc biệt sẽ giúp bạn loại bỏ những bức ảnh bị rung như “rung tay” thường thấy ở những “nhiếp ảnh gia” amateur không chuyên.  Tuy nhiên, ngôi sao của buổi trình diễn này chính là tính năng kết nối Bluetooth, nó cho phép truyền những bức ảnh bằng kết nối không dây tới bất kỳ một thiết bị có kết nối Bluetooth nào trong khoảng cách cho phép là 30 feet (khoảng 10m). Chiếc máy ảnh V610 sẽ được bán trên thị trường trong tháng 5, với giá khoảng 499 USD.   |||Vi_tinh"
"Năm 2006, Quảng Nam được chọn là nơi tổ chức năm du lịch. Không chỉ thu hút du khách trong và ngoài nước qua hai di sản thế giới tại địa phương, mà Quảng Nam còn nổi tiếng với những làng nghề, những sản vật độc đáo. Thời internet, nhiều website đã được phát triển để quảng bá hình ảnh Quảng Nam ra toàn thế giới, trong đó có những địa chỉ giới thiệu về những làng nghề độc đáo. - Trang www.hoianhandicraft.com sẽ giới thiệu cho bạn về làng nghề truyền thống Hội An và các sản phẩm của làng nghề, được thiết kế rực rỡ với hai gam màu chủ đạo đen và đỏ cung cấp đầy đủ thông tin về: làng nghề, sản phẩm của làng nghề, biểu diễn nghệ thuật dân gian Quảng Nam, các nghề thủ công mỹ nghệ. - Những con ốc ruốc bé tí sau khi hiến tặng phần ruột cho thú ẩm thực của con người, qua bàn tay tài hoa của nghệ nhân Lữ Ngọc Năm, đã trở thành những bức tranh lung linh huyền ảo. Mời bạn hãy truy cập vào địa chỉ www.shellpicture.com/index.php (ảnh) để chiêm ngưỡng những tác phẩm nghệ thuật từ vỏ ốc. Tại website này bạn có thể đọc được nhiều bài báo viết về nghệ nhân Lữ Ngọc Năm và sản phẩm nghệ thuật của ông. Xem những tác phẩm của ông được trình bày theo hai chủ đề là: Tranh phong cảnh và chân dung. Hiểu thêm chất liệu dùng để tạo hình là vỏ ốc ruốc tại mục Nguyên liệu.  - Tổng hợp thông tin về làng nghề Quảng Nam, được giới thiệu bằng các ngôn ngữ: Anh, Nhật, Việt. Cung cấp cho người truy cập 8 làng nghề từ Mộc Kim Bồng đến dệt thổ cẩm Cơtu là địa chỉ www.quangnamtourism.com.vn/vn/tndl_langnghe.asp.   |||Vi_tinh"
" Bắc Triều Tiên cấm sử dụng điện thoại di động Một quan chức CHDCND Triều Tiên tham dự hội thảo kinh tế liên Triều đã xác nhận rằng họ bắt đầu cấm sử dụng điện thoại từ ngày 25-6. Theo nhận định của một số chuyên gia, việc cấm dùng điện thoại di động có thể bắt nguồn từ việc chính quyền nước này sợ văn hoá phương Tây xâm nhập vào đất nước. Mặc dù trước đó Bình Nhưỡng đã nhận ra những tiện ích của loại hình dịch vụ này.  Đến tháng 11-2003, CHDCND Triều Tiên đã có 20.000 thuê bao, hơn một năm sau khi dịch vụ bắt đầu.   |||Vi_tinh"
" Đã nối xong tuyến cáp Việt Nam đi Hồng Kông Công ty Truyền thông FPT cho biết sau khi được tin tuyến cáp quang biển SMW3 được khắc phục, FPT đã tiến hành kiểm tra và kết quả là thông tin được truyền tải qua tuyến cáp này hoàn toàn thông suốt.  Trước đó, FPT đã đàm phán ký hợp đồng khẩn với VNPT, Viettel và ETC nhằm san tải đường truyền để đảm bảo thông tin liên lạc được thông suốt, VDC đã cho FPT thuê đường truyền có dung lượng 45 Mbps qua tuyến cáp TVH (Thái Lan - Việt Nam - Hong Kong).  ""Chúng tôi quyết định thuê dài hạn đường truyền 45 Mbps của VDC, nâng dung lượng đường truyền của FPT lên 135 Mbps nhằm đảm bảo tốc độ truy cập mạng được nhanh hơn"", vị đại diện này nói. Hiện tại, FPT có đường truyền qua SMW3 với dung lượng 90 Mbps.  Thủ tướng Chính phủ cũng vừa cho phép xây dựng thêm tuyến cáp quang từ biển Việt Nam đi Hong Kong. Tuyến cáp này có dung lượng 10 Gbps, với tổng kinh phí đầu tư khoảng 150 triệu USD nhằm đảm bảo yêu cầu truyền dẫn thông tin, đặc biệt là trong những trường hợp xảy ra sự cố đứt cáp vừa qua.  Đồng thời, tuyến cáp đi từ Việt Nam sang Hong Kong và Singapore cũng được xây dựng, nâng số tuyến cáp quốc tế của Việt Nam thành 4 tuyến. Hiện nay, nước ta có 2 tuyến cáp quang quốc tế là SMW3 với dung lượng 10 Gbps và tuyến TVH 560 Mbps đi từ Việt Nam tới Thái Lan và Hong Kong.   |||Vi_tinh"
" Oracle sẽ chuyển sang dùng Linux hoàn toàn Ông Wim Coekaerts, giám đốc kỹ thuật Linux của Oralce cho biết: Trong tháng 10 tới, Oracle sẽ hoàn tất việc chuyển đổi sang nền tảng Linux cho 5.000 nhân viên lập trình trong bộ phần phần mềm Oracle Applications của mình. Hiện quá trình chuyển đổi đã được bắt đầu cho những nân viên trong bộ phận sản phẩm CSDL.  ''Đến cuối năm nay, (Linux) sẽ là nền tảng cốt lõi của chúng tôi'', Coekaerts cho biết. Oracle đang chuyển đổi sang các hệ thống Linux vì chúng rẻ tiền và chạy nhanh hơn''.  Các nỗ lực Linux của Oracle đã lan rộng sang các khách hàng, theo dữ liệu của hãng Gartner công bố hôm nay (1-6). Trong năm 2002, IBM đã dẫn đầu thị trường phần mềm CSDL dành cho Linux, với doanh số 67 triệu USD, trong khi doanh số của Oracle là 45 triệu USD. Nhưng trong năm 2003, Oracle đã nhảy lên vị trí dẫn đầu với doanh số 207 triệu USD, còn IBM chỉ đạt 85 triệu USD.  Về hoạt động phát triển của mình, Oracle đang chuyển khỏi các máy tính Sun Microsystems. Các hệ thống mới mà hãng sẽ chuyển sang được cung cấp từ nhiều hãng máy tính đa dạng, và sử dụng vài phiên bản hệ điều hành Linux từ hai nhà cung cấp nguồn mở dẫn đầu, Red Hat và Novell.  Việc Oracle thực hiện một thay đổi lớn như thế này không phải chuyện thường gặp. Lần cuối cùng hãng thực hiện công việc tương tự là từ đầu những năm 1990, khi chuyển từ hệ thống VMS của Digital Equipment sang Solaris của Sun.  Oracle là một fan ủng hộ Linux. Ngoài việc chi tiêu những khoản kinh phí đồ sộ cho các chiến dịch quảng cáo ''Linux'' không thể phá vỡ'' của mình, hãng cũng thuê 14 nhà phát triển nhân Linux - phần cốt lõi của hệ điều hành Linux vào đội ngũ nhân sự của mình. Oracle cũng hỗ trợ các hoạt động nguồn mở như Chứng thực bảo mật Red Hat (Red Hat security certifications).   |||Vi_tinh"
" Xem tin nhắn ĐTDĐ ngoài không trung Một bộ cảm nhận chuyển động trong điện thoại sẽ khiến ánh sáng nhấp nháy thành các ký tự khi điện thoại được vùng vẩy trong không trung.  Nokia cho biết máy 3220 gắn 12 chiếc đèn LED, cho phép bạn viết tin nhắn ánh sáng để người thân có thể  Thông điệp được viết bằng 12 chiếc đèn LED gắn sau máy 3220 nhìn thấy trong khoảng cách 6 met (ở khoảng cách xa hơn hình ảnh này sẽ bị mờ).  Tuy nhiên, những thông điệp này sẽ không được viết dài như các tin nhắn dạng văn bản phổ biến hiện nay vì hệ thống xử lý văn bản không trung chỉ có thể xử lý tối đa 15 ký tự.  Nokia sẽ đưa ra thị trường máy 3220 vào mùa hè năm nay.   |||Vi_tinh"
" Gọi điện thoại Internet giá rẻ không cần máy vi tính Đó là IP Box, có cơ chế hoạt động như một máy tính và một modem thu gọn. Người sử dụng chỉ cần thao tác ấn các nút đã được cài đặt sẵn các chức năng là có thể gọi điện thoại Internet mà không cần đến chiếc máy vi tính có kết nối Internet.  Dự kiến KASATI không thu các loại cước cài đặt, cước thuê bao, cước các dịch vụ cộng thêm. Cước cuộc gọi quốc tế (chiều từ VN gọi đến thuê bao điện thoại các nước) trung bình khoảng 500đ/phút (tùy theo nước gọi đến). Riêng cước cuộc gọi trong nước và quốc tế (máy tính gọi đến máy tính - PC to PC) sẽ miễn phí.   |||Vi_tinh"
" Nga: Mảnh đất màu mỡ của hacker Hằng trăm, thậm chí hàng nghìn chuyên gia Nga tay nghề cao, đang ngày đêm “cày xới” Internet để tìm kiếm những lỗ hổng bảo mật trong hệ thống máy tính của các công ty, đặc biệt là tại Mỹ và châu Âu.  Họ tạo ra những “con sâu” và virus Trojan được chuyên biệt hóa để ăn cắp thẻ tín dụng và các thông tin tài chính khác, hoặc biến những máy tính bị xâm nhập thành các máy chủ zombie (mất quyền điều khiển) để gửi thư rác qui mô lớn, hay tống tiền các công ty bằng cách đe dọa tung ra những cuộc tấn công từ chối dịch vụ.  Thực tế cho thấy hacker Nga là những tội phạm mạng táo tợn nhất. Năm 1995, nhà toán học kiêm chuyên gia máy tính Vladimir Levin bị bắt giữ và kết án tù 3 năm vì tội xâm nhập mạng máy tính của Ngân hàng Citibank Inc. và chuyển 10 triệu USD khỏi tài khoản của nạn nhân.  Hack là hành động bất hợp pháp tại Nga, giống như nhiều quốc gia khác. Tuy nhiên, sự chế tài dành cho tội phạm này hầu như không mang lại tác dụng.   |||Vi_tinh"
